trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
584,False,"{'a': 0.4, 'e': 0.3435594904043055}",20,1,6.891807088097791,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
585,False,"{'a': 0.4, 'e': 0.34293046619558887}",25,5,-13.155098209287619,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
586,False,"{'a': 0.4, 'e': 0.34230259366937904}",25,7,-51.00182071392628,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
587,False,"{'a': 0.4, 'e': 0.3416758707170567}",20,8,9.757268008197428,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.4, 'e': 0.34105029523386327}",25,13,23.122312338914416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.4, 'e': 0.34042586511889367}",25,0,6.471714049594643,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
590,False,"{'a': 0.4, 'e': 0.3398025782750894}",20,0,-14.276910913549592,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
591,False,"{'a': 0.4, 'e': 0.3391804326092316}",20,12,-25.123197944848883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
592,False,"{'a': 0.4, 'e': 0.3385594260319337}",30,4,20.314402913205434,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.4, 'e': 0.3379395564576347}",25,0,9.861335824858772,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
594,False,"{'a': 0.4, 'e': 0.33732082180459205}",25,7,-5.9490997650134885,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
595,False,"{'a': 0.4, 'e': 0.3367032199948747}",25,7,-35.740866439633834,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
596,False,"{'a': 0.4, 'e': 0.3360867489543559}",20,0,-30.686227341057027,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
597,False,"{'a': 0.4, 'e': 0.3354714066127068}",30,10,-9.016913461755477,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
598,False,"{'a': 0.4, 'e': 0.3348571909033888}",30,2,-16.34944570938719,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 0}",1
599,False,"{'a': 0.4, 'e': 0.334244099763647}",25,10,-33.63865601715814,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
600,False,"{'a': 0.4, 'e': 0.3336321311345033}",20,2,-8.773512997800388,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
601,False,"{'a': 0.4, 'e': 0.3330212829607493}",20,11,-48.701031136931995,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
602,False,"{'a': 0.4, 'e': 0.3324115531909395}",25,12,-2.792119548863904,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
603,False,"{'a': 0.4, 'e': 0.33180293977738445}",20,7,-23.41357133350956,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
604,False,"{'a': 0.4, 'e': 0.33119544067614376}",35,27,15.020964753506966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.4, 'e': 0.3305890538470193}",25,0,24.36700255783367,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
606,False,"{'a': 0.4, 'e': 0.32998377725354844}",25,20,10.080353024068671,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.4, 'e': 0.329379608862997}",25,20,11.893382231558014,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.4, 'e': 0.3287765466463526}",25,19,5.093172200219377,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.4, 'e': 0.32817458857831777}",20,3,-50.30796052052677,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
610,False,"{'a': 0.4, 'e': 0.3275737326373031}",25,11,0.9705495924424823,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
611,False,"{'a': 0.4, 'e': 0.3269739768054207}",30,15,-21.88114327914968,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
612,False,"{'a': 0.4, 'e': 0.326375319068477}",25,14,1.7217255926308972,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.4, 'e': 0.32577775741596643}",25,6,20.762565385828132,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.4, 'e': 0.3251812898410643}",20,11,-67.31936076346973,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
615,False,"{'a': 0.4, 'e': 0.32458591434062034}",20,0,-74.12269226483447,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
616,False,"{'a': 0.4, 'e': 0.3239916289151518}",20,10,-3.9780984072591767,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.4, 'e': 0.3233984315688368}",25,6,-86.52677834730896,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
618,False,"{'a': 0.4, 'e': 0.3228063203095076}",20,0,-31.066925462883805,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
619,False,"{'a': 0.4, 'e': 0.32221529314864394}",20,0,17.518301682035222,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
620,False,"{'a': 0.4, 'e': 0.3216253481013664}",20,11,14.415340238354053,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.4, 'e': 0.3210364831864295}",20,3,3.6998318860381314,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
622,False,"{'a': 0.4, 'e': 0.32044869642621554}",30,0,16.888018136739763,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
623,False,"{'a': 0.4, 'e': 0.31986198584672737}",30,4,-6.110120984788401,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
624,False,"{'a': 0.4, 'e': 0.3192763494775821}",20,10,16.75495990413566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.4, 'e': 0.3186917853520045}",25,0,-18.251565474911327,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
626,False,"{'a': 0.4, 'e': 0.3181082915068203}",25,7,14.023191810419688,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.4, 'e': 0.31752586598244953}",30,0,-9.831359976881364,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
628,False,"{'a': 0.4, 'e': 0.3169445068229001}",30,2,5.531071282316058,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 0}",1
629,False,"{'a': 0.4, 'e': 0.3163642120757611}",35,13,14.901520938610888,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
630,False,"{'a': 0.4, 'e': 0.3157849797921964}",25,7,-3.785438626476579,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
631,False,"{'a': 0.4, 'e': 0.31520680802693785}",35,23,20.61625579811409,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.4, 'e': 0.31462969483827896}",30,0,13.050355850289565,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
633,False,"{'a': 0.4, 'e': 0.31405363828806837}",20,0,-40.23526549247609,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
634,False,"{'a': 0.4, 'e': 0.31347863644170326}",25,16,7.446057527316059,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.4, 'e': 0.3129046873681228}",20,0,11.454327807349948,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
636,False,"{'a': 0.4, 'e': 0.3123317891398019}",20,0,6.034668493423727,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
637,False,"{'a': 0.4, 'e': 0.31175993983274447}",25,4,-41.90446953769692,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 0}",1
638,False,"{'a': 0.4, 'e': 0.31118913752647703}",20,13,12.277883130421227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.4, 'e': 0.3106193803040424}",30,10,18.89559363566939,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.4, 'e': 0.3100506662519932}",30,14,-8.411814369526763,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
641,False,"{'a': 0.4, 'e': 0.3094829934603852}",25,0,-64.87786085252989,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
642,False,"{'a': 0.4, 'e': 0.3089163600227713}",25,12,-28.12076200586257,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
643,False,"{'a': 0.4, 'e': 0.30835076403619477}",25,0,-33.410897078075955,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
644,False,"{'a': 0.4, 'e': 0.3077862036011831}",20,5,13.72203072810737,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.4, 'e': 0.3072226768217415}",20,13,9.082728850783516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.4, 'e': 0.30666018180534654}",30,18,-3.6788317797564747,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.4, 'e': 0.3060987166629399}",20,14,10.933500109551321,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.4, 'e': 0.3055382795089219}",35,0,-90.62080938415531,"{0: 26, 1: 2, 2: 4, 3: 2, 4: 1}",0
649,False,"{'a': 0.4, 'e': 0.304978868461145}",25,18,13.878513744647636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.4, 'e': 0.3044204816409081}",20,8,-57.75176181965374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
651,False,"{'a': 0.4, 'e': 0.30386311717294956}",20,11,5.742901306183782,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.4, 'e': 0.30330677318544114}",25,2,20.396974952332148,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.4, 'e': 0.30275144780998187}",20,16,6.8348233865134125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.4, 'e': 0.3021971391815915}",30,18,10.382223215008372,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.4, 'e': 0.3016438454387046}",25,15,7.8331108176797635,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.4, 'e': 0.3010915647231638}",20,0,-3.418884778811769,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
657,False,"{'a': 0.4, 'e': 0.30054029518021397}",20,0,8.749321699692713,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
658,False,"{'a': 0.4, 'e': 0.29999003495849597}",30,2,37.54132378230403,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.4, 'e': 0.29944078221004017}",20,0,-60.0916898477812,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
660,False,"{'a': 0.4, 'e': 0.29889253509026037}",25,17,17.999458882402937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.4, 'e': 0.29834529175794783}",25,0,20.72931370827409,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
662,False,"{'a': 0.4, 'e': 0.2977990503752646}",20,16,8.41748604572694,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.4, 'e': 0.2972538091077379}",20,13,15.28140729061752,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.4, 'e': 0.2967095661242536}",25,14,-27.923594767793045,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
665,False,"{'a': 0.4, 'e': 0.29616631959705}",20,6,12.419827354521553,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.4, 'e': 0.2956240677017121}",20,1,32.278106791024925,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.4, 'e': 0.2950828086171651}",20,12,1.4705850207863063,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.4, 'e': 0.2945425405256685}",20,11,14.649647993291389,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.4, 'e': 0.2940032616128097}",20,5,-14.105592429767148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
670,False,"{'a': 0.4, 'e': 0.29346497006749833}",20,0,-23.536984082061636,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
671,False,"{'a': 0.4, 'e': 0.2929276640819599}",25,13,-26.498914250927744,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
672,False,"{'a': 0.4, 'e': 0.29239134185172977}",20,3,-6.64666575992959,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
673,False,"{'a': 0.4, 'e': 0.29185600157564706}",20,9,-6.749807400954739,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
674,False,"{'a': 0.4, 'e': 0.29132164145584866}",20,13,2.875492097633406,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.4, 'e': 0.2907882596977632}",25,17,3.9803440178956593,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.4, 'e': 0.29025585451010494}",20,8,4.615382576813655,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.4, 'e': 0.2897244241048679}",20,0,-49.03301936293837,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
678,False,"{'a': 0.4, 'e': 0.28919396669731967}",25,11,-72.5912866596024,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
679,False,"{'a': 0.4, 'e': 0.28866448050599564}",25,17,-7.233102960578537,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
680,False,"{'a': 0.4, 'e': 0.2881359637526927}",20,10,-5.021766439534415,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
681,False,"{'a': 0.4, 'e': 0.2876084146624637}",20,14,9.960267630263598,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.4, 'e': 0.28708183146361094}",25,14,2.924959517480002,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.4, 'e': 0.28655621238768086}",30,21,10.013956075583884,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.4, 'e': 0.28603155566945754}",25,17,-0.5089571571973421,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.4, 'e': 0.28550785954695707}",35,21,27.391618791581845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.4, 'e': 0.2849851222614216}",30,0,-6.9072541929181455,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
687,False,"{'a': 0.4, 'e': 0.2844633420573133}",30,0,-38.16987878429632,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
688,False,"{'a': 0.4, 'e': 0.28394251718230856}",25,14,7.87020718094342,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.4, 'e': 0.2834226458872923}",20,2,-19.379564577853053,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
690,False,"{'a': 0.4, 'e': 0.2829037264263517}",25,0,26.359766802167744,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
691,False,"{'a': 0.4, 'e': 0.2823857570567706}",20,16,7.333493016774333,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.4, 'e': 0.28186873603902357}",20,5,10.650371335088767,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.4, 'e': 0.2813526616367701}",20,10,7.179385363340577,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.4, 'e': 0.28083753211684875}",25,10,12.14132743962943,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.4, 'e': 0.28032334574927137}",30,0,-17.378929689178012,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
696,False,"{'a': 0.4, 'e': 0.27981010080721713}",25,8,0.8615935355595026,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
697,False,"{'a': 0.4, 'e': 0.279297795567027}",20,0,24.28676931146567,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
698,False,"{'a': 0.4, 'e': 0.27878642830819766}",25,20,9.903756520053618,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.4, 'e': 0.27827599731337593}",25,10,20.83361051630798,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.4, 'e': 0.27776650086835303}",20,8,-21.228743913838514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.4, 'e': 0.27725793726205855}",30,8,2.401850306425801,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.4, 'e': 0.276750304786555}",20,16,5.022030214279422,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.4, 'e': 0.27624360173703194}",20,12,3.3036892416285353,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.4, 'e': 0.2757378264118002}",20,13,15.008059360342468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.4, 'e': 0.2752329771122865}",20,0,-24.17424546248362,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
706,False,"{'a': 0.4, 'e': 0.27472905214302706}",20,3,-7.384154729871691,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
707,False,"{'a': 0.4, 'e': 0.2742260498116626}",25,13,-12.65013310565711,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
708,False,"{'a': 0.4, 'e': 0.27372396842893243}",30,22,14.034405444010424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.4, 'e': 0.2732228063086686}",20,9,-23.21074929390145,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 0}",1
710,False,"{'a': 0.4, 'e': 0.27272256176779036}",30,5,26.231944082150378,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.4, 'e': 0.2722232331262987}",25,6,-33.64880169015653,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
712,False,"{'a': 0.4, 'e': 0.2717248187072703}",20,16,9.64349430973428,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.4, 'e': 0.27122731683685225}",20,3,-21.068226595116464,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
714,False,"{'a': 0.4, 'e': 0.2707307258442563}",20,0,-18.819727963135602,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
715,False,"{'a': 0.4, 'e': 0.27023504406175314}",20,2,-56.21989712279224,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
716,False,"{'a': 0.4, 'e': 0.26974026982466714}",20,0,-35.937846334109935,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
717,False,"{'a': 0.4, 'e': 0.2692464014713703}",20,9,-21.749833782148873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
718,False,"{'a': 0.4, 'e': 0.268753437343277}",20,0,-4.786590747088018,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
719,False,"{'a': 0.4, 'e': 0.26826137578483833}",25,14,18.479146237567644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.4, 'e': 0.26777021514353655}",20,11,13.854633143866534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.4, 'e': 0.26727995376987945}",25,14,9.244707452719384,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.4, 'e': 0.2667905900173949}",20,0,-3.659918601923553,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
723,False,"{'a': 0.4, 'e': 0.26630212224262545}",25,0,-56.768369309329124,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
724,False,"{'a': 0.4, 'e': 0.26581454880512234}",20,6,-30.139253797411385,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
725,False,"{'a': 0.4, 'e': 0.2653278680674407}",25,9,-37.07043992504447,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
726,False,"{'a': 0.4, 'e': 0.2648420783951333}",25,20,8.309632367606039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.4, 'e': 0.2643571781567457}",30,16,19.34738824190588,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.4, 'e': 0.26387316572381037}",20,14,8.872750916810984,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.4, 'e': 0.26339003947084133}",30,16,14.654769123884954,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.4, 'e': 0.2629077977753288}",25,15,-23.063959714687908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
731,False,"{'a': 0.4, 'e': 0.2624264390177336}",20,0,16.91023780379899,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
732,False,"{'a': 0.4, 'e': 0.26194596158148176}",20,2,7.344997435739069,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
733,False,"{'a': 0.4, 'e': 0.26146636385295907}",25,6,-0.17345931044222707,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
734,False,"{'a': 0.4, 'e': 0.2609876442215058}",20,13,1.7447084857199802,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.4, 'e': 0.2605098010794111}",20,12,16.827298272706027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.4, 'e': 0.26003283282190764}",20,9,-21.881362099310696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
737,False,"{'a': 0.4, 'e': 0.25955673784716643}",30,2,-2.340658034746664,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 0}",1
738,False,"{'a': 0.4, 'e': 0.2590815145562911}",25,19,12.57371388239768,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.4, 'e': 0.25860716135331274}",25,0,15.240688167419375,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
740,False,"{'a': 0.4, 'e': 0.25813367664518466}",25,10,17.59451924575474,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.4, 'e': 0.25766105884177665}",25,15,6.515103964802791,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.4, 'e': 0.25718930635587}",25,11,13.173342529739593,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.4, 'e': 0.2567184176031521}",20,6,15.838220853711366,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.4, 'e': 0.256248391002211}",20,8,-33.871575413461535,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
745,False,"{'a': 0.4, 'e': 0.25577922497453}",20,1,-73.54696500314972,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
746,False,"{'a': 0.4, 'e': 0.25531091794448285}",25,8,21.48602591907407,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.4, 'e': 0.2548434683393278}",20,0,27.2755774056361,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
748,False,"{'a': 0.4, 'e': 0.2543768745892029}",30,7,-30.99184555078717,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
749,False,"{'a': 0.4, 'e': 0.25391113512712027}",20,10,-5.202912887637774,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
750,False,"{'a': 0.4, 'e': 0.2534462483889611}",30,16,12.810025956330657,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.4, 'e': 0.2529822128134704}",20,2,-36.98030322520812,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
752,False,"{'a': 0.4, 'e': 0.25251902684225147}",25,0,13.89080933098686,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
753,False,"{'a': 0.4, 'e': 0.25205668891976124}",25,10,8.734509674501576,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.4, 'e': 0.25159519749330433}",25,8,12.269307892474336,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.4, 'e': 0.2511345510130284}",25,7,26.151808368184312,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.4, 'e': 0.2506747479319187}",25,0,35.28582645910011,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
757,False,"{'a': 0.4, 'e': 0.25021578670579286}",30,15,4.083563452925743,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
758,False,"{'a': 0.4, 'e': 0.24975766579329586}",25,13,15.934892666510834,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.4, 'e': 0.2493003836558947}",25,17,10.555561009949583,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.4, 'e': 0.2488439387578732}",25,13,19.0219522341384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.4, 'e': 0.2483883295663271}",30,21,6.130175044886386,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.4, 'e': 0.24793355455115856}",20,7,22.725866115500153,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.4, 'e': 0.24747961218507133}",20,5,18.44113394367218,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.4, 'e': 0.24702650094356549}",30,3,11.13963765055221,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
765,False,"{'a': 0.4, 'e': 0.24657421930493223}",30,10,26.79629872292815,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.4, 'e': 0.2461227657502489}",20,15,10.06906365399176,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.4, 'e': 0.2456721387633739}",25,13,23.59226461860387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.4, 'e': 0.2452223368309415}",25,2,-8.748378373156871,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
